harga,LB,LL,kamar_tidur,kamar_mandi,proyek,alamat,telp,email,atap,dinding,lantai,unit_subsidi,unit_komersil,longlat,kabupaten_kota
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Bumi Kualu Damai 6,"JL.TUANKU TAMBUSAI no. 34B RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 082174767620,Email : ptsemesta13@gmail.com,a. Atap  Atap bergelombang,b. Dinding  Bata merah plaster dan cat,c. Lantai & Pondasi  Keramik  & Slof beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.422500, 101.383056","C9CM+X6V Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Kumantan Asri,"JL TUANKU TAMBUSAI no. 34B RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Wonorejo",Telp : 082174767620,Email : ptcatur58@gmail.com,a. Atap  Atap spandex hitam,b. Dinding  Bata merah plaster + cat,c. Lantai & Pondasi  Keramik & Slof beton bertulang,Subsidi : 6 Unit,Komersil : 0 Unit,"0.423511, 101.385061","C9FP+C23 Tlk. Kenidai, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BHAKTI KARYA ASRI 6,"JL. HR. SOEBRANTAS no. 50 RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 082284702768,Email : bhaktikaryaasri88@gmail.com,a. Atap  spandek bergelombang,b. Dinding  bata di plaster dan di cat,c. Lantai & Pondasi  keramik 40x40 & cor bertulang,Subsidi : 2 Unit,Komersil : 0 Unit,"0.415542, 101.355983","C984+699 Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Tiga Putri Tahap II,"Jl. Sarana Utama Perumahan Griya Tiga Putri Blok BB no. 05 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 085265371268,Email : rdbpt.pku2014@yahoo.com,a. Atap  genteng,b. Dinding  batu bata,c. Lantai & Pondasi  keramik & rolak bata cor slof beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.447937, 101.344377","C8XV+5QC Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 7.05m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA INDAH PERMAI,"Jl. Kubang Raya  no. 14 RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : 081288117329,Email : pt.papanja@gmail.com,a. Atap  Baja Ringan Sepans,"b. Dinding  Pas Bata Merah Diplaster Luar Dalam
Dicat Luar Dalam","c. Lantai & Pondasi  Keramik 40x40 cm & Rolak Slop
Cor",Subsidi : 6 Unit,Komersil : 0 Unit,"0.441606, 101.370211","C9RC+J3W Tuah Karya, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 112m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA SAFIRA IV,"Jl. Bundo Kanduong komplek Ruko Abinaya Residence Blok A 8/9 Labuh Baru Barat Payung sekaki no. 8/9 RIAU, KOTA PEKANBARU,
              Payung Sekaki, Labuh Baru Barat",Telp : 082173198006,Email : pt.razifimamfajar@gmail.com,a. Atap  Seng Warna,b. Dinding  Batu Bata Plaster Luar Dalam dan dicat,c. Lantai & Pondasi  Keramik & Beton Bertulang,Subsidi : 2 Unit,Komersil : 0 Unit,"0.448247, 101.323161","C8XF+77V Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Riantama Asri 3,"jalan kubang raya samping mesjid aL iklas no. 1 RIAU, KAB KAMPAR,
              Tambang, Kualu",Telp : 082388887579,Email : mikeandrianiarief@ymail.com,a. Atap  Baja Ringan,b. Dinding  Batu Bata Plester & Cat,c. Lantai & Pondasi  Keramik & Sloof Beton,Subsidi : 87 Unit,Komersil : 0 Unit,"0.404700, 101.362911","C937+V5M Kualu, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUMI KUBANG RAYA,"JALAN SOEKARNO HATTA KOMPR. PERKANTORAN ANGGREK MAS BLOK C no. 14 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 0761 566938,Email : gunagriyaabadi@yahoo.com,a. Atap  longspan,b. Dinding  batu bata plester,c. Lantai & Pondasi  full keramik & rolax,Subsidi : 3 Unit,Komersil : 0 Unit,"0.412633, 101.383711","C97M+3F4 Teluk Kenidai, Kampar Regency, Riau, Indonesia"
,,,,,Bumi citra lestari,"Jalan raya pekanbaru - bangkinang km. 19,5 no. 01 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 085375246100,Email : vellaasrav@gmail.com,,,,Subsidi : 0 Unit,Komersil : 0 Unit,"0.441084, 101.324803","C8RF+CWM Rimba Panjang, Kampar Regency, Riau, Indonesia"
130000000,36,117,2,1,Griya Zhafiya Permai,"JALAN SOEKARNO HATTA KOMPR. PERKANTORAN ANGGREK MAS BLOK C no. 14 RIAU, KOTA PEKANBARU, Marpoyan Damai, Tangkerang Barat",Telp : 0761 566938,Email : gunagriyaabadi@yahoo.com,a. Atap,b. Dinding,c. Lantai & Pondasi,Subsidi : 0 Unit,Komersil : 0 Unit,"0.433518, 101.330316","C8MJ+C44 Tarai Bangun, Kampar Regency, Riau, Indonesia"
,,,,,Nurul Fajri,"JALAN LOBAK no. 10 RIAU, KOTA PEKANBARU,
              Tampan, Delima",Telp : 085376517593,Email : yepupaperise@gmail.com,longspan,batu bata plester,full keramik & rolax,Subsidi : 0 Unit,Komersil : 0 Unit,"0.422538, 101.380101","C9FJ+229 Teluk Kenidai, Kampar Regency, Riau, Indonesia"
,,,,,CAHAYA TIMURA,"Jalan BPD Perumahan Cahaya Timura Blok A  no. 15 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 081276090456,Email : oeoel_bp@yahoo.co.id,,,,Subsidi : 0 Unit,Komersil : 0 Unit,"0.438670, 101.330832","C8QJ+F88 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Green Teropong Residence 3,"jalan inpres  no. 63 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Maharatu",Telp : 081318028811 / 082381010808 / 082391557061,Email : yoesindocm2018@gmail.com,a. Atap  Atap Spandek Berwarna,b. Dinding  Pasangan Plaster Luar Dalam,c. Lantai & Pondasi  Pasangan Keramik 40X40 cm & Cor Beton Bertulang,Subsidi : 9 Unit,Komersil : 0 Unit,"0.425833, 101.411111","CCG6+8CQ Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 120m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA RUMBAI INDAH,"Jl. Sri Indra  no. 0 RIAU, KOTA PEKANBARU,
              Rumbai, Rumbai Bukit","Telp : 081371896760  , 081275436964",Email : solarindointernusa@gmail.com,a. Atap  Seng Spandex,b. Dinding  Batu Bata Plaster,c. Lantai & Pondasi  Full Keramik & Sloof Beton,Subsidi : 17 Unit,Komersil : 0 Unit,"0.425833, 101.411111","CCG6+8CQ Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA TENAYAN RAYA K,"Jl. Imam Munandar no. 223C RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Utara",Telp : +62 761 848500,Email : rma.rafindo@yahoo.com,a. Atap  Seng gelombang warna,b. Dinding  Batu bata di plaster,c. Lantai & Pondasi  Keramik & Cor Beton,Subsidi : 12 Unit,Komersil : 0 Unit,"0.425833, 101.411111","CCG6+8CQ Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA TENAYAN RAYA D,"Jl. Imam Munandar no. 223C RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Utara",Telp : +62 761 848500,Email : rma.rafindo@yahoo.com,a. Atap  Seng gelombang warna,b. Dinding  Batu bata merah di plaster,c. Lantai & Pondasi  Keramik & Cor Beron,Subsidi : 3 Unit,Komersil : 0 Unit,"0.425833, 101.411111","CCG6+8CQ Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA TENAYAN RAYA A B,"Jl. Imam Munandar no. 223C RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Utara",Telp : +62 761 848500,Email : rma.rafindo@yahoo.com,a. Atap  Seng gelombang warna,b. Dinding  Batu bata merah di plaster,c. Lantai & Pondasi  Keramik & Cor beton,Subsidi : 2 Unit,Komersil : 1 Unit,"0.425833, 101.411111","CCG6+8CQ Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Melati Indah,"Jl. Sei Mintan 1 Perum. Graha Utama no. 8 RIAU, KOTA PEKANBARU,
              Bukit Raya, Simpang Tiga",Telp : 0823-9252-9667,Email : nuansalimaperdana@gmail.com,a. Atap  Longspan / Seng Warna + Rangka Baja Ringan,"b. Dinding  Bata Plaster / Aci, Finishing Cat",c. Lantai & Pondasi  Full Keramik & Cor Beton Bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.425833, 101.411111","CCG6+8CQ Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Fazar Asri 4,"Jln. Soekarno Hatta Komplek Central Bisnis Blok C III no. 06 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 085271437210,Email : adhitama.jp@gmail.com,a. Atap  BAJA RINGAN,b. Dinding  BATU BATA DI PLESTER ACI,c. Lantai & Pondasi  KERAMIK & BETON BERTULANG,Subsidi : 12 Unit,Komersil : 0 Unit,"0.582371, 101.408262","HCJ5+W8R Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 137.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA PESONA TARAI,"Jalan Bandung Komp The Platinum - Harapan Raya no. 01 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Selatan",Telp : 081371024168,Email : PT.Tjb123@yahoo.com,a. Atap  Genteng Multiroof,b. Dinding  Batu Bata Plester,c. Lantai & Pondasi  Keramik  & Batu Bata Sloof Beton Bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.437500, 101.366837","C9Q8+2P4 Tuah Karya, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Taman Bupati Regency,"Jl. Bupati - Komplek Taman Bupati Regency Blok E no. 1 RIAU, KAB KAMPAR,
              Tambang, Kualu",Telp : 085220020022,Email : info@tamanbupati.com,a. Atap  Atap Seng,b. Dinding  Dinding Batu Bata diplester,c. Lantai & Pondasi  Keramik & Tapak,Subsidi : 3 Unit,Komersil : 28 Unit,"0.412693, 101.370475","C97C+35H Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,ANTASSALAM,"Jl. Edelweis  no. 7 RIAU, KAB INDRAGIRI HULU,
              Rengat Barat, Pematang Reba",Telp : 081378232288,Email : sumateralimestone@yahoo.com,a. Atap  spandek,b. Dinding  batu bata diplester,c. Lantai & Pondasi  keramik & cor sloof bertulang,Subsidi : 170 Unit,Komersil : 0 Unit,"-0.375273, 102.436233","JCFP+VFX Pematang Reba, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Manunggal Jaya Tahap III,"Jl. Manunggal, Perumahan Manunggal Jaya Blok E 03  no. 2 RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : 081-176-08790,Email : ivanhardinata33@gmail.com,a. Atap  kerangka baja ringan atap multiruf,b. Dinding  batu bata plaster acian,c. Lantai & Pondasi  full keramik & besi 10 net naik batu rolak,Subsidi : 2 Unit,Komersil : 0 Unit,"0.444868, 101.363501","C9V7+WCR Tuah Karya, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 137.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,VILLA SAKURA ASRI V (Lama),"Jalan bukit batu 
Kel. Sialangsakti kec. Tenayan raya no. 5 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Bencahlesung",Telp : 082389992009 / 081288975588,Email : sakuraabadijaya0@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA+PLASTER DALAM DAN LUAR BANGUNAN,c. Lantai & Pondasi  KERAMIK 40 x 40 & SLOOF BETON BERTULANG+BATU BATA,Subsidi : 27 Unit,Komersil : 0 Unit,"0.486458, 101.520051","FGPC+H2M Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 103m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Cempaka Bukit Kapur,"Jl. Sukaramai  no. 0 RIAU, KOTA DUMAI,
              Bukit Kapur, Kayu Kapur",Telp : 081365643173,Email : pt.cempakamandiri@gmail.com,a. Atap  Spandek,b. Dinding  Batu Bata+Plester+Aci+Cat,c. Lantai & Pondasi  Keramik 40x40 cm & Pondasi Rollag+Sloff Beton Bertulang,Subsidi : 162 Unit,Komersil : 0 Unit,"0.486458, 101.520051","FGPC+H2M Bencah Lesung, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA AZZAHRA,"Jl. Arifin ahmad Mega asri green office  no. 11 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Tengah",Telp : 085271900089,Email : nurmadania99@gmail.com,"a. Atap  Rangka baja ringan , metal",b. Dinding  Plaster aci,c. Lantai & Pondasi  Keramik & Beton tulang 20x20,Subsidi : 3 Unit,Komersil : 0 Unit,"0.491614, 101.350374","F9R2+J4X Simpang Baru, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Graha Echa,"jalan teropong  no. 1 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 081371903464,Email : rowindatiaraabadi@gmail.com,a. Atap  baja ringan,b. Dinding  batu bata diplester rapi,c. Lantai & Pondasi  keramik & cor sloof beton bertulang,Subsidi : 12 Unit,Komersil : 0 Unit,"0.423889, 101.375278","C9FG+H42 Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Thasmir Damai,"Jalan inpres no. 6 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Maharatu",Telp : 081318028811 / 082381010808 / 082391557061,Email : yoesindocm2018@gmail.com,a. Atap  Spandek Berwarna,b. Dinding  Pasangan Bata di plaster luar dalam,c. Lantai & Pondasi  Keramik Ukuran 40x40 & Cor Beton Bertulang,Subsidi : 30 Unit,Komersil : 0 Unit,"0.433056, 101.307778","C8M5+64C Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GARDENIA KERINCI,"Jalan Lingar RT.007/ RW.007 Pangkalan Kerinci  no. 6 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Timur Agung",Telp : 082391193355,Email : pajajaranbangunmandiri@gmail.com,a. Atap  atap seng,b. Dinding  batu dan semen,c. Lantai & Pondasi  keramik & batu dan semen,Subsidi : 5 Unit,Komersil : 1 Unit,"0.413324, 101.862633","CV77+83C Pangkalan Kerinci Kota, Pelalawan Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 120m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUMI MADANI PERMAI,"Jl. Raya Boter. Perumahan Bumi Madani Permai. Blok E6 no. 6 RIAU, KAB ROKAN HULU,
              Rambah, Rambah Tengah Hilir",Telp : 081268963818,Email : putrarohulsejahtera@gmail.com,a. Atap  rangka baja atap spandek,b. Dinding  batu bata plaster dan di cat,c. Lantai & Pondasi  keramik & slop beton bertulang,Subsidi : 158 Unit,Komersil : 0 Unit,"0.904173, 100.330206","W83J+M38 Rambah Tengah Hilir, Rokan Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Villa Puri Indah,"Jalan Raya Pekanheran - Pematang Reba KM 3 no. 77 RIAU, KAB INDRAGIRI HULU,
              Rengat Barat, Pematang Reba",Telp : 081217788777,Email : putrakeluargasejahtera@gmail.com,a. Atap  Baja Ringan,b. Dinding  Batu Bata,c. Lantai & Pondasi  Keramik & Beton bertulang,Subsidi : 10 Unit,Komersil : 0 Unit,"0.413324, 101.862633","CV77+83C Pangkalan Kerinci Kota, Kabupaten Pelalawan, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,THE QUEEN PRIMADONA,"Perumahan The Queen Primadona Blok A1 no. 02 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 085365620383,Email : primadonajayapratama@gmail.com,a. Atap  Rangka untuk atap menggunakan baja ringan dan atap spandek/sejenisnya,b. Dinding  Plaster dan Aci,c. Lantai & Pondasi  Full Keramik & Beton bertulang,Subsidi : 17 Unit,Komersil : 0 Unit,"0.442377, 101.316633","C8R8+XM2 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PANJI RESIDENCE,"JL. CIPTA KARYA no. 23 RIAU, KOTA PEKANBARU,
              Tampan, Sidomulyo Barat",Telp : 081270247023,Email : pt.panjijm@yahoo.com,a. Atap  Seng Gelombang,b. Dinding  Batu bata,c. Lantai & Pondasi  Keramik & Slof beton,Subsidi : 92 Unit,Komersil : 0 Unit,"0.410884, 101.395063","C96W+924 Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 116.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PASIRMAS,"Jl. TUANKU TAMBUSAI KOMPLEK PANINSULA BLOK C2 no. 01 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 0761 839838,Email : pasirmas_c2@yahoo.co.id,a. Atap  Seng Warna,"b. Dinding  Batu Bata, Plester Aci, Finishing Cat",c. Lantai & Pondasi  Keramik 40 x 40 & Beton Bertulang,Subsidi : 1 Unit,Komersil : 0 Unit,"0.410884, 101.395063","C96W+924 Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA,"Jl. Tuanku Tambusai Komplek Paninsula  Blok C2 no. 01 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 0761 839838,Email : pasirmas_c2@yahoo.co.id,a. Atap  Seng Warna,b. Dinding  Batu Bata Plester aci Finishing Cat,c. Lantai & Pondasi  Keramik 40 x 40 & Pondasi Beton Bertulang,Subsidi : 1 Unit,Komersil : 0 Unit,"0.410884, 101.395063","C96W+924 Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 200m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,STM AGHAFE,"Jl Dahlia no. 1 RIAU, KAB INDRAGIRI HULU,
              Rengat Barat, Pematang Reba",Telp : 081266937986,Email : bhumi_bhakti@yahoo.com,a. Atap  spandek,b. Dinding  batu bata diplester,c. Lantai & Pondasi  keramik & cor beton bertulang,Subsidi : 18 Unit,Komersil : 0 Unit,"-0.379238, 102.380547","J9CJ+863 Kota Lama, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BHUMI BHAKTI AIR MOLEK,"Jl Taman Kusuma no. 25 RIAU, KAB INDRAGIRI HULU,
              Pasir Penyu, Air Molek",Telp : 081378232288,Email : sumateralimestone@yahoo.com,a. Atap  Spandek,b. Dinding  batu bata diplester,c. Lantai & Pondasi  keramik & cor sloof beton bertulang,Subsidi : 2 Unit,Komersil : 0 Unit,"-0.379238, 102.380547","J9CJ+863 Kota Lama, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Cempaka Arimbi Residence,"Jl. Sentosa  no. 01 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Utara",Telp : 081365643173,Email : pt.cempakamandiri@gmail.com,a. Atap  Spandek,b. Dinding  Batu Bata+Plester+Aci+Cat,c. Lantai & Pondasi  Keramik 40x40 cm & Pondasi Rollag+Sloff Beton Bertulang,Subsidi : 44 Unit,Komersil : 0 Unit,"-0.379238, 102.380547","J9CJ+863 Kota Lama, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Bumi Bangkinang Madani,"Jl. Lembaga no. 1C RIAU, KAB KAMPAR,
              Bangkinang Kota, Langgini Sialang",Telp : 07618419701,Email : ptgap08@gmail.com,a. Atap  MULTI ROOF,b. Dinding  PLASTER ACI,c. Lantai & Pondasi  KERAMIK 40X40 & BETON BERTULANG,Subsidi : 8 Unit,Komersil : 0 Unit,"-0.379238, 102.380547","J9CJ+863 Kota Lama, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PUTRI INDAH KULIM II,"JL TENGKU BEY no. 38B RIAU, KOTA PEKANBARU,
              Bukit Raya, Simpang Tiga",Telp : 08127655771,Email : PT.LULUATULFUADAHNAULI@YAHOO.COM,a. Atap  SPANDEK,b. Dinding  BATA PLESTER ACI CAT,c. Lantai & Pondasi  FULL KERAMIK & COR BETON BERTULANG,Subsidi : 16 Unit,Komersil : 0 Unit,"-0.379238, 102.380547","J9CJ+863 Kota Lama, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 34m
                    2","Luas Lahan: 100m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Surya daya residence,"Jalan Hangtuah  no. 387 RIAU, KAB BENGKALIS,
              Mandau, Babussalam",Telp : 081276447677,Email : suryadayarezeki@yahoo.com,a. Atap  Rangka baja Ringan dan spandek,b. Dinding  Batu bata dan plaster luar dan dalam dan dicat,c. Lantai & Pondasi  Full Keramik & Cor beton bertulang,Subsidi : 2 Unit,Komersil : 0 Unit,"1.275843, 101.174663","75GF+8VM Air Jamban, Bengkalis Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 120m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Taman Lesung Indah,"jl. lintas timur belakang puskesmas pangkalan lesung, kec. pangkalan lesung, kab pelalawan no. 85 RIAU, KAB PELALAWAN,
              Pangkalan Lesung, Pangkalan Lesung",Telp : 081371630905,Email : heransyafa@gmail.com,a. Atap  spandek,b. Dinding  beton,"c. Lantai & Pondasi  keramik 40x40, Setara & cor",Subsidi : 8 Unit,Komersil : 0 Unit,"-0.013697, 102.107622","X4P5+G2H Pangkalan Lesung, Pelalawan Regency, Riau, Indonesia"
"Harga:
                    Rp 122.999.989","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA SHAKILA 2,"Jl. Utama Sari no. 6 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Selatan",Telp : 0761 8658788,Email : pt.putrakaryamuda@yahoo.com,a. Atap  Superdeck,b. Dinding  Batu Batu Diplester dan dicat,c. Lantai & Pondasi  Keramik & Cor Sloof Btn. Bertulang,Subsidi : 9 Unit,Komersil : 0 Unit,"0.407617, 101.507225","CG54+2VX Desa Baru, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Bumi Lago Permai,"Perumahan Bumi Lago Permai no. 103 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Kota",Telp : 082375757432,Email : devikamalisa12@gmail.com,a. Atap  genteng metal,b. Dinding  bata,c. Lantai & Pondasi  keramik 40x40 & cor sloof balok,Subsidi : 1 Unit,Komersil : 0 Unit,"0.407617, 101.507225","CG54+2VX Desa Baru, Kampar Regency, Riau, Indonesia"
